y,x,fh
-3.0,0.25,0.0024374370155458435
-2.877551020408163,0.25,0.0033567748232657805
-2.7551020408163263,0.25,0.004694205681810369
-2.63265306122449,0.25,0.006616831895546556
-2.5102040816326534,0.25,0.009337204630277474
-2.387755102040816,0.25,0.013114155034752644
-2.2653061224489797,0.25,0.01824734802987817
-2.1428571428571432,0.25,0.02506322467036493
-2.0204081632653064,0.25,0.03389061366054494
-1.8979591836734695,0.25,0.0450256498618347
-1.7755102040816324,0.25,0.058687743996503915
-1.6530612244897958,0.25,0.07497098606409006
-1.5306122448979593,0.25,0.0937980592080662
-1.4081632653061222,0.25,0.1148857986495349
-1.2857142857142856,0.25,0.13773218086596925
-1.1632653061224492,0.25,0.16163313523233336
-1.0408163265306125,0.25,0.18573386271160747
-0.9183673469387756,0.25,0.20911358345969341
-0.7959183673469388,0.25,0.23089564124763928
-0.6734693877551021,0.25,0.25036793686606396
-0.5510204081632653,0.25,0.2670932243710424
-0.4285714285714286,0.25,0.28098628610909676
-0.30612244897959173,0.25,0.29233646645548
-0.18367346938775486,0.25,0.30176003444468374
-0.06122448979591866,0.25,0.31007734883767113
0.06122448979591866,0.25,0.31812426151961504
0.18367346938775508,0.25,0.32652430891679457
0.3061224489795915,0.25,0.3354652711357787
0.4285714285714284,0.25,0.3445357379994803
0.5510204081632653,0.25,0.35267779095494006
0.6734693877551021,0.25,0.3582949628920353
0.795918367346939,0.25,0.35951923756069404
0.9183673469387754,0.25,0.3545939181755091
1.0408163265306118,0.25,0.34228546104973
1.1632653061224492,0.25,0.32221486070961947
1.2857142857142856,0.25,0.29501138797648635
1.408163265306123,0.25,0.2622394046412518
1.530612244897959,0.25,0.22611755621735466
1.6530612244897958,0.25,0.18911258433240988
1.7755102040816324,0.25,0.15352209227792146
1.8979591836734695,0.25,0.12115077159785198
2.020408163265307,0.25,0.09314116014140503
2.1428571428571423,0.25,0.06996470214046926
2.2653061224489797,0.25,0.051534415566194994
2.387755102040816,0.25,0.03737982217584428
2.5102040816326534,0.25,0.026827999729066146
2.63265306122449,0.25,0.0191526989863129
2.7551020408163263,0.25,0.013675236500730338
2.8775510204081627,0.25,0.009818195307100099
3.0,0.25,0.007122616622229057
-3.0,0.5,0.002020557896014972
-2.877551020408163,0.5,0.003215867567790723
-2.7551020408163263,0.5,0.005031429181505068
-2.63265306122449,0.5,0.007725093484508339
-2.5102040816326534,0.5,0.011625189454318138
-2.387755102040816,0.5,0.01713108471645648
-2.2653061224489797,0.5,0.024703399028914174
-2.1428571428571432,0.5,0.03484006538140777
-2.0204081632653064,0.5,0.04803543363218179
-1.8979591836734695,0.5,0.06472181676837543
-1.7755102040816324,0.5,0.0851962985205717
-1.6530612244897958,0.5,0.10953990026779006
-1.5306122448979593,0.5,0.1375405757188526
-1.4081632653061222,0.5,0.16863484764973072
-1.2857142857142856,0.5,0.20188397941806752
-1.1632653061224492,0.5,0.23599836235356525
-1.0408163265306125,0.5,0.26941788159931723
-0.9183673469387756,0.5,0.30044688078296594
-0.7959183673469388,0.5,0.32743143330907876
-0.6734693877551021,0.5,0.3489561398916092
-0.5510204081632653,0.5,0.3640300493596698
-0.4285714285714286,0.5,0.3722286134865096
-0.30612244897959173,0.5,0.37376200622750694
-0.18367346938775486,0.5,0.36944966764406234
-0.06122448979591866,0.5,0.36059547774274203
0.06122448979591866,0.5,0.34877561996396605
0.18367346938775508,0.5,0.335569500655104
0.3061224489795915,0.5,0.3222800334239784
0.4285714285714284,0.5,0.30969940960638925
0.5510204081632653,0.5,0.2979758094467768
0.6734693877551021,0.5,0.2866216431400608
0.795918367346939,0.5,0.274674131337993
0.9183673469387754,0.5,0.26097917817343025
1.0408163265306118,0.5,0.24453074016152745
1.1632653061224492,0.5,0.22477504662003425
1.2857142857142856,0.5,0.20179416788543636
1.408163265306123,0.5,0.1763187145644886
1.530612244897959,0.5,0.14957359729825584
1.6530612244897958,0.5,0.12301275681254752
1.7755102040816324,0.5,0.0980278575918536
1.8979591836734695,0.5,0.07571230247750206
2.020408163265307,0.5,0.05673107752164684
2.1428571428571423,0.5,0.04130535533868591
2.2653061224489797,0.5,0.029286256220794747
2.387755102040816,0.5,0.020275283895730696
2.5102040816326534,0.5,0.013750295950873908
2.63265306122449,0.5,0.00916884161695198
2.7551020408163263,0.5,0.006036774644974419
2.8775510204081627,0.5,0.003942938275190899
3.0,0.5,0.0025678851782656464
-3.0,0.75,0.002637906883772856
-2.877551020408163,0.75,0.004259037985092223
-2.7551020408163263,0.75,0.00673085024356163
-2.63265306122449,0.75,0.010408377592384076
-2.5102040816326534,0.75,0.01574364078963839
-2.387755102040816,0.75,0.023286118243605932
-2.2653061224489797,0.75,0.03366871496047073
-2.1428571428571432,0.75,0.04757389501323038
-2.0204081632653064,0.75,0.06567602367184182
-1.8979591836734695,0.75,0.08855902035946538
-1.7755102040816324,0.75,0.1166131635805699
-1.6530612244897958,0.75,0.1499208207975238
-1.5306122448979593,0.75,0.18814692820026452
-1.4081632653061222,0.75,0.23045466673395276
-1.2857142857142856,0.75,0.27546825403290387
-1.1632653061224492,0.75,0.32130170216681664
-1.0408163265306125,0.75,0.365664251478433
-0.9183673469387756,0.75,0.40604073664310425
-0.7959183673469388,0.75,0.4399305014011703
-0.6734693877551021,0.75,0.4651148095603894
-0.5510204081632653,0.75,0.47991343250690705
-0.4285714285714286,0.75,0.4833889687009082
-0.30612244897959173,0.75,0.4754636549406042
-0.18367346938775486,0.75,0.4569271395201762
-0.06122448979591866,0.75,0.4293322097905074
0.06122448979591866,0.75,0.39479493463481596
0.18367346938775508,0.75,0.3557320669509895
0.3061224489795915,0.75,0.3145786228953488
0.4285714285714284,0.75,0.2735304997968494
0.5510204081632653,0.75,0.23435059601768798
0.6734693877551021,0.75,0.19826341357933397
0.795918367346939,0.75,0.1659450904011088
0.9183673469387754,0.75,0.1375968072724528
1.0408163265306118,0.75,0.11307376795702233
1.1632653061224492,0.75,0.09203344992100958
1.2857142857142856,0.75,0.07406798828369832
1.408163265306123,0.75,0.05879594376938013
1.530612244897959,0.75,0.04590464763764259
1.6530612244897958,0.75,0.03515010127942426
1.7755102040816324,0.75,0.026331692591733378
1.8979591836734695,0.75,0.01926116306838025
2.020408163265307,0.75,0.013740347198924075
2.1428571428571423,0.75,0.009553857947028021
2.2653061224489797,0.75,0.006475208741698954
2.387755102040816,0.75,0.004280469171411845
2.5102040816326534,0.75,0.0027628961040373737
2.63265306122449,0.75,0.0017438788628188519
2.7551020408163263,0.75,0.0010782772327219653
2.8775510204081627,0.75,0.0006544983391725034
3.0,0.75,0.0003908892586541402
